pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,miss_distance,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,batter_name
FS,2025-04-20,85.8,-2.35,5.75,"Rutledge, Jackson",691728,671131,strikeout,swinging_strike,,,,,14,Zac Veen strikes out swinging.,R,L,R,COL,WSH,S,2,,0,2,2025,-0.92,-0.01,0.5306894142483163,1.4405720447771442,,669911,641857,2,7,Bot,,,,,,,8.664826776389349,-124.80234084446624,-3.976670808989848,-11.2264237124946,22.297486282468054,-31.738512591635413,3.49,1.601,,,,86.1,1712,6.3,778266,660688,605137,671277,677588,683083,695578,696285,686611,54.22,,0.0,0.0,1,0,0,,60,3,Split-Finger,2,1,2,1,1,2,2,1,Standard,Standard,236,-0.023,-0.178,69.5,8.1,8.15237694,,0.178,,1,1,0.768,0.768,26,23,26,24,1,3,6,0,3,,3.08,0.92,-0.92,28.3,29.697183813923523,-38.04403233453361,36.64253760590234,33.057665741532006,48.16869022287098,Zac Veen
FS,2025-04-20,84.9,-2.38,5.85,"Rutledge, Jackson",691728,671131,,swinging_strike,,,,,1,,R,L,R,COL,WSH,S,,,0,1,2025,-0.39,0.48,-0.3560526097416389,3.366906053181345,,669911,641857,2,7,Bot,,,,,,,5.515703889469935,-123.72947357139594,-0.5494809949811628,-4.935196550826991,20.79822748208017,-27.31348452094087,3.49,1.601,,,,85.8,1184,6.4,778266,660688,605137,671277,677588,683083,695578,696285,686611,54.09,,,,,,,,60,2,Split-Finger,2,1,2,1,1,2,2,1,Standard,Standard,245,-0.009,-0.057,74.4,6.5,0.1,,0.057,,1,1,0.777,0.777,26,23,26,24,1,3,6,0,3,,2.64,0.39,-0.39,30.2,8.93628280381584,7.803047302668153,23.374443068944316,41.880141396668094,20.9660505036042,Zac Veen
FS,2025-04-20,83.1,-2.31,5.8,"Rutledge, Jackson",691728,671131,,swinging_strike,,,,,4,,R,L,R,COL,WSH,S,,,0,0,2025,-1.09,0.23,-0.3267849046887858,2.4305056938510607,,669911,641857,2,7,Bot,,,,,,,6.7169969164948,-120.93686162385076,-1.7439576924990023,-11.950208568004523,22.556507058079,-29.748859680668296,3.49,1.601,,,,83.7,1214,6.6,778266,660688,605137,671277,677588,683083,695578,696285,686611,53.94,,,,,,,,60,1,Split-Finger,2,1,2,1,1,2,2,1,Standard,Standard,235,-0.006,-0.047,70.5,8.1,0.362700048,,0.047,,1,1,0.783,0.783,26,23,26,24,1,3,6,0,3,,3.05,1.09,-1.09,31.4,22.416941894530837,-26.20252011712418,26.376721669825805,45.37066196687843,53.48287198285084,Zac Veen
FF,2025-04-20,91.8,1.56,5.98,"Poche, Colin",691728,621363,field_out,hit_into_play,,,,,4,Zac Veen lines out sharply to right fielder Dylan Crews.,R,L,L,COL,WSH,X,9,line_drive,0,0,2025,0.15,1.32,-0.6702940146755278,2.493427815870521,,,,2,5,Bot,174.8,86.87,,,,,-6.112642287444887,-133.6060669303374,-6.027780688484183,3.007417918310219,25.251198855276996,-15.237184235387533,3.49,1.601,303,102.0,16,94.2,2277,7.4,778266,660688,605137,671277,677588,683083,695578,696285,686611,53.07,0.519,0.544,0.0,1,0,0,4,43,1,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,165,-0.011,-0.26,73.4,7.7,,0.784,0.26,102.0,1,1,0.671,0.671,31,23,31,24,1,2,1,0,2,,1.36,0.15,0.15,54.5,16.13949396155998,-8.254038570254266,24.5510067496509,46.53909477303293,37.98643824675728,Zac Veen
FF,2025-04-20,96.3,-2.63,5.15,"Lord, Brad",691728,695418,strikeout,swinging_strike,,,,,1,Zac Veen strikes out swinging.,R,L,R,COL,WSH,S,2,,1,2,2025,-0.93,0.63,-0.435175255273759,3.3998600699706483,,,696100,2,3,Bot,,,,,,,7.869396806197452,-140.2426663496355,-0.5906253917838279,-13.930245244573106,26.89930655540816,-23.79693869616593,3.49,1.601,,,,96.3,2260,5.9,778266,660688,605137,671277,677588,683083,695578,696285,686611,54.59,,0.0,0.0,1,0,0,,27,4,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Strategic,242,-0.019,-0.183,64.2,5.1,1.04795094,,0.183,,-1,-1,0.396,0.396,25,23,25,24,2,1,6,0,6,,1.79,0.93,-0.93,20.4,-13.108879136776938,47.58129750187061,24.389523318784136,44.6107728317123,-0.6898083561871968,Zac Veen
FF,2025-04-20,95.5,-2.56,5.02,"Lord, Brad",691728,695418,,ball,,,,,12,,R,L,R,COL,WSH,B,,,0,2,2025,-1.15,0.47,1.0102069658093185,2.9178433493000453,,,696100,2,3,Bot,,,,,,,11.843355170397164,-138.64101401816447,-0.966477509448724,-17.34599838216334,28.473440350783942,-26.08881564003584,3.48999957800903,1.72149161893255,,,,94.8,2462,5.8,778266,660688,605137,671277,677588,683083,695578,696285,686611,54.65,,,,,,,,27,3,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Strategic,246,0.003,0.009,,,,,-0.009,,-1,-1,0.393,0.393,25,23,25,24,2,1,6,0,6,,2.03,1.15,-1.15,23.4,,,,,,Zac Veen
FF,2025-04-20,93.9,-2.71,5.06,"Lord, Brad",691728,695418,,swinging_strike,,,,,2,,R,L,R,COL,WSH,S,,,0,1,2025,-1.35,0.78,0.1588400720344172,3.059437979111615,,,696100,2,3,Bot,,,,,,,10.331663292756568,-136.45034816011088,-1.1725065696443508,-19.070003193478907,29.25984958281668,-22.33763025857731,3.49,1.601,,,,93.4,2317,6.0,778266,660688,605137,671277,677588,683083,695578,696285,686611,54.46,,,,,,,,27,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Strategic,251,-0.007,-0.055,44.3,5.8,0.337405056,,0.055,,-1,-1,0.4,0.4,25,23,25,24,2,1,6,0,6,,1.81,1.35,-1.35,18.5,-33.013739159123475,11.526367224827355,31.883229583731637,38.04549530502549,10.840574952623584,Zac Veen
FF,2025-04-20,94.0,-2.69,5.12,"Lord, Brad",691728,695418,,foul_bunt,,,,,1,,R,L,R,COL,WSH,S,,,0,0,2025,-1.1,0.66,-0.7879886912499794,3.554399111408624,,,696100,2,3,Bot,,,,,,,7.335946784877522,-136.91328278961367,0.1053073172957336,-15.414192176155884,25.79048384596109,-23.94558975726953,3.49,1.601,,,,94.2,2161,6.0,778266,660688,605137,671277,677588,683083,695578,696285,686611,54.47,,,,,,,,27,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Strategic,244,-0.004,-0.042,5.3,1.1,,,0.042,88.0,-1,-1,0.404,0.404,25,23,25,24,2,1,6,0,6,,1.88,1.1,-1.1,18.3,-71.1174069616753,12.195923168419188,5.639121178365863,52.02731492118209,15.427564226814251,Zac Veen
FF,2025-04-20,96.7,-2.53,5.02,"Lord, Brad",691728,695418,strikeout,swinging_strike,,,,,4,Zac Veen strikes out swinging.,R,L,R,COL,WSH,S,2,,2,2,2025,-1.25,0.79,-0.7043300269879798,2.781107824586879,,641857,696100,2,1,Bot,,,,,,,7.652727908916679,-140.7770187300724,-2.296510367067156,-18.349155154011548,27.355094211853363,-21.26567595390096,3.49,1.601,,,,96.7,2357,5.9,778266,660688,605137,671277,677588,683083,695578,696285,686611,54.58,,0.0,0.0,1,0,0,,11,5,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,252,-0.038,-0.203,68.0,5.8,1.344351036,,0.203,,-1,-1,0.435,0.435,25,23,25,24,1,0,6,0,6,,1.62,1.25,-1.25,21.9,-7.550601852631558,44.44649384124921,25.76306393991164,47.16908188766394,-0.0647275830191502,Zac Veen
SL,2025-04-20,86.2,-2.91,5.1,"Lord, Brad",691728,695418,,foul,,,,,7,,R,L,R,COL,WSH,S,,,2,1,2025,0.03,0.05,-0.5526310812173902,2.099835036319644,,641857,696100,2,1,Bot,,,,,,,5.486297483319192,-125.55580390398546,-1.1202537299058128,-0.6348996960482496,20.82426709057259,-31.64083406907666,3.49,1.601,189,78.0,62,86.0,2435,5.7,778266,660688,605137,671277,677588,683083,695578,696285,686611,54.8,,,,,,,,11,4,Slider,0,1,0,1,1,0,0,1,Standard,Standard,125,-0.01,-0.08,68.3,7.4,,,0.08,88.0,-1,-1,0.445,0.445,25,23,25,24,1,0,6,0,6,,2.97,-0.03,0.03,17.0,6.175001816540653,4.401473008921285,31.33632645756962,48.55193246877603,24.0211898349856,Zac Veen
FF,2025-04-20,95.2,-2.75,5.14,"Lord, Brad",691728,695418,,ball,,,,,11,,R,L,R,COL,WSH,B,,,1,1,2025,-1.08,0.47,-1.2588918344418394,3.045916009895005,,641857,696100,2,1,Bot,,,,,,,6.303628556887693,-138.79909851954756,-1.0489732810090295,-15.253967425610682,24.49968224241225,-25.958122184590422,3.56814710208732,1.74718014540252,,,,95.7,2161,6.0,778266,660688,605137,671277,677588,683083,695578,696285,686611,54.47,,,,,,,,11,3,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Strategic,247,0.005,0.03,,,,,-0.03,,-1,-1,0.44,0.44,25,23,25,24,1,0,6,0,6,,1.99,1.08,-1.08,16.1,,,,,,Zac Veen
FF,2025-04-20,95.4,-3.05,5.0,"Lord, Brad",691728,695418,,foul,,,,,9,,R,L,R,COL,WSH,S,,,1,0,2025,-0.89,0.65,0.4103395402898165,2.0390350588218675,,641857,696100,2,1,Bot,,,,,,,11.055051022679477,-138.7348473423887,-3.7047505785380377,-13.626895174243366,24.340371430132077,-23.163377038617863,3.49,1.601,204,73.9,24,95.8,2279,6.1,778266,660688,605137,671277,677588,683083,695578,696285,686611,54.42,,,,,,,,11,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Strategic,249,-0.005,-0.052,69.4,6.9,,,0.052,88.0,-1,-1,0.445,0.445,25,23,25,24,1,0,6,0,6,,1.82,0.89,-0.89,15.1,0.3475959972509538,11.245925591159375,41.53175253432968,37.70283496346091,18.684467080803145,Zac Veen
FF,2025-04-20,94.5,-2.78,5.14,"Lord, Brad",691728,695418,,ball,,,,,1,,R,L,R,COL,WSH,B,,,0,0,2025,-1.03,0.63,-0.6491311344124293,3.5126261516141044,,641857,696100,2,1,Bot,,,,,,,7.77439794382229,-137.59918779766912,-0.0888855643441419,-14.647138719269366,23.10821632671825,-24.23426219849355,3.53705460802826,1.82705151246081,,,,94.8,2222,5.9,778266,660688,605137,671277,677588,683083,695578,696285,686611,54.63,,,,,,,,11,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Strategic,247,0.003,0.024,,,,,-0.024,,-1,-1,0.442,0.442,25,23,25,24,1,0,6,0,6,,1.87,1.03,-1.03,16.9,,,,,,Zac Veen
SI,2025-04-20,96.6,3.08,5.76,"Ferrer, José A.",691728,678606,field_out,hit_into_play,,,,,6,Zac Veen lines out to left fielder James Wood.,R,L,L,COL,WSH,X,7,line_drive,0,1,2025,1.28,0.49,0.4919211162509949,2.6954016334389967,,,,0,8,Bot,60.23,99.57,,,,,-9.7255898659342,-140.45004562824113,-3.74533312259861,19.063046965255904,28.511223034019277,-25.00502100092329,3.49,1.601,296,92.9,22,96.3,2242,5.9,778235,656180,663993,642708,702358,683083,695578,696285,686611,54.58,0.18,0.225,0.0,1,0,0,3,58,2,Sinker,2,3,2,3,3,2,2,3,Standard,Standard,111,-0.054,-0.22,70.7,6.1,,0.34,0.22,92.9,-1,-1,0.299,0.299,25,23,25,24,1,2,1,5,3,0,1.93,1.28,1.28,32.0,0.1567721340967425,14.30248794521453,29.84700446290415,35.87217454021447,20.153075297403177,Zac Veen
SL,2025-04-20,88.3,3.35,5.65,"Ferrer, José A.",691728,678606,,foul_tip,,,,,5,,R,L,L,COL,WSH,S,,,0,0,2025,0.14,0.37,0.2245847163818963,2.456380310825761,,,,0,8,Bot,,,,,,,-7.838459388173047,-128.64359179396985,-2.6018642658716,2.8815369181114856,21.022468374465493,-27.676752319997423,3.49,1.601,,,,88.4,2286,5.8,778235,656180,663993,642708,702358,683083,695578,696285,686611,54.69,,,,,,,,58,1,Slider,2,3,2,3,3,2,2,3,Standard,Strategic,115,-0.009,-0.039,71.9,7.8,,,0.039,,-1,-1,0.308,0.308,25,23,25,24,1,2,1,5,3,0,2.49,0.14,0.14,28.4,16.74083682297805,-19.774367151675325,26.947427803765525,37.36780610128965,42.54931776020258,Zac Veen
CU,2025-04-20,74.7,-2.27,5.72,"Irvin, Jake",691728,663623,hit_by_pitch,hit_by_pitch,,,,,14,Zac Veen hit by pitch.,R,L,R,COL,WSH,B,,,0,0,2025,1.29,-0.31,0.4134213140727729,0.7378780362170199,,,,2,5,Bot,,,,,,,3.315119624238441,-108.74376153172582,-2.539139294457603,9.64192915369975,19.65741485796607,-34.418560706866536,3.49,1.601,,,,76.3,2427,7.5,778235,656180,663993,642708,702358,683083,695578,696285,686611,53.04,,0.722289,0.7,1,0,0,,38,1,Curveball,1,3,1,3,3,1,1,3,Infield shade,Strategic,60,0.017,0.327,,,,,-0.327,,-2,-2,0.235,0.235,28,23,28,24,2,1,5,5,5,0,4.41,-1.29,1.29,29.4,,,,,,Zac Veen
CH,2025-04-20,84.1,-2.4,5.85,"Irvin, Jake",691728,663623,home_run,hit_into_play,,,,,8,Zac Veen homers (1) on a fly ball to right field.,R,L,R,COL,WSH,X,,fly_ball,1,0,2025,-0.99,0.49,-0.120578107687871,2.1630305006153856,,,,0,3,Bot,226.03,64.51,,,,,7.344319565862622,-122.44394542172935,-3.2472069804841346,-11.365424308561073,21.11974715994408,-26.84042415477316,3.49,1.601,412,103.4,28,85.5,2219,6.9,778235,656180,663993,642708,702358,683083,695578,696285,686611,53.62,0.612,1.1891428571428568,2.0,1,0,3,6,21,2,Changeup,0,3,0,3,3,1,1,3,Standard,Standard,223,0.088,1.073,74.4,8.0,,2.321,-1.073,103.4,-3,-3,0.24,0.24,28,23,28,24,1,0,5,5,5,0,2.7,0.99,-0.99,28.7,22.193084612055227,-13.071454451257402,31.124555999335257,41.47471280726584,40.73198103672669,Zac Veen
FF,2025-04-20,92.0,-2.17,5.74,"Irvin, Jake",691728,663623,,ball,,,,,14,,R,L,R,COL,WSH,B,,,0,0,2025,-0.22,1.16,1.851663834201988,2.6279095368065253,,,,0,3,Bot,,,,,,,10.828648441951463,-133.63270834075695,-4.679000324846062,-4.774841244949752,25.87646168942904,-17.364601340599343,3.63054945599776,1.66321828099561,,,,93.6,2436,7.1,778235,656180,663993,642708,702358,683083,695578,696285,686611,53.39,,,,,,,,21,1,4-Seam Fastball,0,3,0,3,3,0,0,3,Standard,Standard,212,0.004,0.041,,,,,-0.041,,-3,-3,0.236,0.236,28,23,28,24,1,0,5,5,5,0,1.52,0.22,-0.22,29.5,,,,,,Zac Veen
FS,2025-04-15,85.7,-2.22,6.26,"García, Luis",691728,472610,field_out,hit_into_play,,,,,5,"Zac Veen grounds out, second baseman Enrique Hernández to first baseman Freddie Freeman.",R,L,R,LAD,COL,X,4,ground_ball,1,2,2025,0.13,0.01,-0.1090518057812843,2.425702313890257,,,,0,9,Top,156.58,148.02,,,,,4.74862616068028,-124.75443942012716,-2.7778023655315285,0.314719396472182,26.94676312795556,-31.74404150007896,3.49,1.601,10,99.9,-13,85.7,1042,6.4,778302,669257,518692,571771,571970,605141,621035,669242,681624,54.06,0.284,0.256,0.0,1,0,0,2,77,9,Split-Finger,6,2,2,6,2,6,2,6,Infield shade,Standard,230,0.006,-0.189,74.9,7.1,,0.308,0.189,99.9,4,-4,0.988,0.012,38,23,38,24,1,3,3,1,5,5,3.11,-0.13,0.13,51.9,11.367118505368316,-3.934024648472204,33.68737241460948,37.9392569326029,28.126524202344164,Zac Veen
FS,2025-04-15,87.0,-2.25,6.25,"García, Luis",691728,472610,,foul,,,,,13,,R,L,R,LAD,COL,S,,,1,2,2025,-0.81,0.31,-1.0102336190279666,1.718128692570136,,,,0,9,Top,,,,,,,4.647949110505113,-126.6540643618552,-5.399310454411939,-9.67102681732581,24.654033417630384,-27.923438939379697,3.49,1.601,,,,87.5,1052,6.5,778302,669257,518692,571771,571970,605141,621035,669242,681624,54.03,,,,,,,,77,8,Split-Finger,6,2,2,6,2,6,2,6,Infield shade,Standard,219,0.0,0.0,73.8,7.8,,,0.0,,4,-4,0.988,0.012,38,23,38,24,1,3,3,1,5,5,2.68,0.81,-0.81,53.0,18.557698307276592,-1.3568859999109188,29.467902028327234,50.070417598498175,31.552288465426045,Zac Veen
ST,2025-04-15,83.9,-2.57,6.18,"García, Luis",691728,472610,,foul,,,,,9,,R,L,R,LAD,COL,S,,,1,2,2025,0.9,0.22,0.6317494324528012,2.174938868764186,,,,0,9,Top,,,,,,,5.6300498721334415,-122.02182046266546,-3.3038866600046664,7.903098501003737,24.328200002274134,-29.490039383794763,3.49,1.601,319,94.2,30,84.1,2417,6.5,778302,669257,518692,571771,571970,605141,621035,669242,681624,53.99,,,,,,,,77,7,Sweeper,6,2,2,6,2,6,2,6,Infield shade,Standard,70,0.0,0.0,77.7,7.9,,,0.0,94.2,4,-4,0.988,0.012,38,23,38,24,1,3,3,1,5,5,3.02,-0.9,0.9,44.5,24.4976624149875,-19.937736916528948,36.15305380652422,31.34038846114087,40.75401314067123,Zac Veen
SI,2025-04-15,97.9,-2.05,6.3,"García, Luis",691728,472610,,foul,,,,,6,,R,L,R,LAD,COL,S,,,1,2,2025,-1.16,0.9,0.4195273701709636,2.6002367486113798,,,,0,9,Top,,,,,,,9.34524301445352,-142.13863345516566,-6.563212738141262,-17.853341403144533,33.08057038626357,-18.61683732258008,3.49,1.601,209,71.9,27,98.0,2035,6.5,778302,669257,518692,571771,571970,605141,621035,669242,681624,53.98,,,,,,,,77,6,Sinker,6,2,2,6,2,6,2,6,Infield shade,Standard,208,0.0,0.0,,,,,0.0,88.0,4,-4,0.988,0.012,38,23,38,24,1,3,3,1,5,5,1.49,1.16,-1.16,48.9,,,,,,Zac Veen
SI,2025-04-15,97.6,-2.24,6.24,"García, Luis",691728,472610,,foul,,,,,8,,R,L,R,LAD,COL,S,,,1,2,2025,-1.27,0.72,0.0141321046082758,1.999684106953432,,,,0,9,Top,,,,,,,9.028150686999098,-141.7889293042602,-7.608536344204802,-19.19792930148236,30.768406266029515,-20.903565296917616,3.49,1.601,228,81.1,50,98.1,1948,6.5,778302,669257,518692,571771,571970,605141,621035,669242,681624,53.95,,,,,,,,77,5,Sinker,6,2,2,6,2,6,2,6,Infield shade,Standard,212,0.0,0.0,65.4,6.7,,,0.0,88.0,4,-4,0.988,0.012,38,23,38,24,1,3,3,1,5,5,1.67,1.27,-1.27,47.8,-4.078222500629346,5.080211152781841,39.87752138305528,38.11968430803345,21.314286885609675,Zac Veen
FS,2025-04-15,86.2,-2.33,6.26,"García, Luis",691728,472610,,foul,,,,,8,,R,L,R,LAD,COL,S,,,1,2,2025,-0.41,0.31,-0.1850878417626122,1.923380873252431,,,,0,9,Top,,,,,,,5.983965895043619,-125.42796832939212,-4.758354230333672,-5.544398412182739,24.07227769787005,-28.18189581434084,3.49,1.601,4,96.3,-26,86.9,1056,6.6,778302,669257,518692,571771,571970,605141,621035,669242,681624,53.9,,,,,,,,77,4,Split-Finger,6,2,2,6,2,6,2,6,Infield shade,Standard,215,0.0,0.0,65.9,7.6,,,0.0,96.3,4,-4,0.988,0.012,38,23,38,24,1,3,3,1,5,5,2.75,0.41,-0.41,55.9,24.64661653013335,-5.724583947012019,30.27883849910784,41.1617853121725,37.44027618624907,Zac Veen
FS,2025-04-15,84.9,-2.29,6.31,"García, Luis",691728,472610,,foul,,,,,8,,R,L,R,LAD,COL,S,,,1,1,2025,-0.36,0.21,0.1216798920165428,1.56740251612295,,,,0,9,Top,,,,,,,6.390670817800622,-123.50443131528662,-5.2769033844779205,-4.895962892153936,22.19297136743926,-29.203451071008256,3.49,1.601,3,,-34,85.5,1060,6.4,778302,669257,518692,571771,571970,605141,621035,669242,681624,54.05,,,,,,,,77,3,Split-Finger,6,2,2,6,2,6,2,6,Standard,Standard,217,0.003,-0.061,70.3,8.2,,,0.061,,4,-4,0.985,0.015,38,23,38,24,1,3,3,1,5,5,2.93,0.36,-0.36,52.6,25.206600157429506,-18.28781561117332,33.193643198516845,37.70981897529066,40.98245205548071,Zac Veen
SI,2025-04-15,96.3,-2.28,6.36,"García, Luis",691728,472610,,foul,,,,,2,,R,L,R,LAD,COL,S,,,1,0,2025,-0.8,0.81,-0.0456170611398264,3.167968861111535,,,,0,9,Top,,,,,,,7.763014593223145,-140.04573355802714,-4.772122656055795,-12.257448204641983,29.347507117658058,-20.62528695477786,3.49,1.601,183,85.4,68,96.6,2074,6.3,778302,669257,518692,571771,571970,605141,621035,669242,681624,54.16,,,,,,,,77,2,Sinker,6,2,2,6,2,6,2,6,Standard,Standard,207,0.002,-0.05,66.6,6.5,,,0.05,88.0,4,-4,0.983,0.017,38,23,38,24,1,3,3,1,5,5,1.64,0.8,-0.8,52.7,0.2237790071908671,4.474934560041828,27.255291283048106,39.86581626253862,26.79069256079296,Zac Veen
SI,2025-04-15,95.6,-2.3,6.3,"García, Luis",691728,472610,,ball,,,,,14,,R,L,R,LAD,COL,B,,,0,0,2025,-0.89,0.84,0.985216600103578,2.40985509625836,,,,0,9,Top,,,,,,,10.66618336737296,-138.80434424194357,-6.548577446219357,-13.801575224862034,28.8157750468233,-19.968726226503144,3.95028383427031,1.94609448768766,,,,95.9,2107,6.4,778302,669257,518692,571771,571970,605141,621035,669242,681624,54.1,,,,,,,,77,1,Sinker,6,2,2,6,2,6,2,6,Standard,Standard,204,-0.002,0.041,,,,,-0.041,,4,-4,0.985,0.015,38,23,38,24,1,3,3,1,5,5,1.65,0.89,-0.89,49.6,,,,,,Zac Veen
SL,2025-04-15,86.9,1.59,5.92,"Dreyer, Jack",691728,676263,strikeout,swinging_strike,,,,,1,Zac Veen strikes out swinging.,R,L,L,LAD,COL,S,2,,3,2,2025,-0.25,0.15,-0.3811448895917725,3.0589061770767163,,,,2,6,Top,,,,,,,-4.2469597797964855,-126.65133614866645,-1.0172146668441209,-1.838005407408996,24.400047775832967,-30.59555767942024,3.49,1.601,,,,87.5,2172,6.4,778302,669257,518692,669242,571970,605141,624424,621035,681624,54.06,,0.0,0.0,1,0,0,,52,6,Slider,5,2,2,5,2,5,2,5,Strategic,Standard,179,0.011,-0.328,65.5,5.9,0.1,,0.328,,3,-3,0.9,0.1,26,23,26,24,1,2,2,1,4,5,2.85,-0.25,-0.25,50.5,-8.282662357004336,39.20037492466114,25.930559574301636,43.4926169291995,8.455415327990218,Zac Veen
FF,2025-04-15,92.5,1.21,5.97,"Dreyer, Jack",691728,676263,,foul_bunt,,,,,2,,R,L,L,LAD,COL,S,,,3,1,2025,0.74,1.69,0.1139851641041355,3.56102788191647,,,,2,6,Top,,,,,,,-4.420421795405165,-134.6426226012089,-4.008447080717797,10.012467796290943,31.23516055630093,-10.986364735554488,3.49,1.601,,,,92.3,2369,6.3,778302,669257,518692,669242,571970,605141,624424,621035,681624,54.17,,,,,,,,52,5,4-Seam Fastball,5,2,2,5,2,5,2,5,Standard,Standard,154,0.003,-0.086,6.6,1.0,,,0.086,88.0,3,-3,0.897,0.103,26,23,26,24,1,2,2,1,4,5,0.99,0.74,0.74,55.9,38.5600688885609,18.316051916003524,11.829080526753682,38.33574559218292,18.751093070132903,Zac Veen
FF,2025-04-15,92.6,1.26,5.9,"Dreyer, Jack",691728,676263,,ball,,,,,13,,R,L,L,LAD,COL,B,,,2,1,2025,0.72,1.81,-0.6096890996663448,1.0778675245188831,,,,2,6,Top,,,,,,,-6.373208111557679,-134.3236265067238,-10.465080173594346,10.074537820553894,29.8436803508957,-8.087591107432795,2.97445692526364,1.59076162041138,,,,92.9,2398,6.7,778302,669257,518692,669242,571970,605141,624424,621035,681624,53.83,,,,,,,,52,4,4-Seam Fastball,5,2,2,5,2,5,2,5,Standard,Standard,155,-0.004,0.117,,,,,-0.117,,3,-3,0.901,0.099,26,23,26,24,1,2,2,1,4,5,0.87,0.72,0.72,54.3,,,,,,Zac Veen
FF,2025-04-15,91.6,1.17,5.91,"Dreyer, Jack",691728,676263,,ball,,,,,13,,R,L,L,LAD,COL,B,,,1,1,2025,0.67,1.83,-0.3140254574368443,1.4207284040667782,,,,2,6,Top,,,,,,,-5.223517543492175,-132.94539084715407,-9.427151109089202,9.045836559293662,29.125308959535904,-8.666044359217809,3.72690259237698,1.68149367769981,,,,91.9,2387,6.7,778302,669257,518692,669242,571970,605141,624424,621035,681624,53.81,,,,,,,,52,3,4-Seam Fastball,5,2,2,5,2,5,2,5,Standard,Standard,156,-0.001,0.053,,,,,-0.053,,3,-3,0.902,0.098,26,23,26,24,1,2,2,1,4,5,0.91,0.67,0.67,55.9,,,,,,Zac Veen
FF,2025-04-15,93.1,1.1,5.94,"Dreyer, Jack",691728,676263,,ball,,,,,14,,R,L,L,LAD,COL,B,,,0,1,2025,0.69,1.81,0.2490147510750885,1.365214043843903,,,,2,6,Top,,,,,,,-3.731271333830626,-135.19384092387912,-9.954699095838816,9.343422045252929,30.506953942459763,-7.995684186146651,3.88068437196755,1.8041727923167,,,,93.5,2376,6.7,778302,669257,518692,669242,571970,605141,624424,621035,681624,53.8,,,,,,,,52,2,4-Seam Fastball,5,2,2,5,2,5,2,5,Standard,Standard,156,-0.001,0.027,,,,,-0.027,,3,-3,0.903,0.097,26,23,26,24,1,2,2,1,4,5,0.84,0.69,0.69,55.1,,,,,,Zac Veen
CU,2025-04-15,79.9,1.52,5.9,"Dreyer, Jack",691728,676263,,called_strike,,,,,13,,R,L,L,LAD,COL,S,,,0,0,2025,-0.28,-1.36,-0.8757567988600894,2.412637801239952,,,,2,6,Top,,,,,,,-4.715292264026487,-116.12267095273324,1.7211997657907196,-1.5341917288535318,24.983844624118905,-44.95747330930117,3.49000001299337,1.63633952565588,,,,79.1,2454,6.2,778302,669257,518692,669242,571970,605141,624424,621035,681624,54.33,,,,,,,,52,1,Curveball,5,2,2,5,2,5,2,5,Standard,Standard,332,0.001,-0.043,,,,,0.043,,3,-3,0.902,0.098,26,23,26,24,1,2,2,1,4,5,4.98,-0.28,-0.28,55.7,,,,,,Zac Veen
