"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp","bat_speed","swing_length","miss_distance","estimated_slg_using_speedangle","delta_pitcher_run_exp","hyper_speed","home_score_diff","bat_score_diff","home_win_exp","bat_win_exp","age_pit_legacy","age_bat_legacy","age_pit","age_bat","n_thruorder_pitcher","n_priorpa_thisgame_player_at_bat","pitcher_days_since_prev_game","batter_days_since_prev_game","pitcher_days_until_next_game","batter_days_until_next_game","api_break_z_with_gravity","api_break_x_arm","api_break_x_batter_in","arm_angle","attack_angle","attack_direction","swing_path_tilt","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
"FF","2025-04-20","94.5","-2.78","5.14","Lord, Brad",691728,695418,,"ball",,,,,1,,"R","L","R","COL","WSH","B",,,0,0,2025,"-1.03","0.63",-0.6491311344124293,3.5126261516141044,,641857,696100,2,1,"Bot",,,,,,,7.77439794382229,-137.59918779766912,-0.08888556434414197,-14.647138719269366,23.10821632671825,-24.23426219849355,3.53705460802826,1.82705151246081,,,,"94.8",2222,"5.9",778266,660688,605137,671277,677588,683083,695578,696285,686611,"54.63",,,,,,,,11,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Strategic",247,"0.003","0.024",,,,,"-0.024",,-1,-1,0.442,0.442,25,23,25,24,1,0,6,0,6,,"1.87","1.03","-1.03","16.9",,,,,
"FC","2026-08-28","94.4","-2.9","5.21","Mederos, Victor",691728,682989,"walk","ball",,,,,11,"Sean Murphy challenged (pitch result), call on the field was confirmed: Zac Veen walks.","R","L","R","ATL","COL","B",,,3,2,2026,"0.05","0.66",-0.9092674495937431,2.7548994949911627,,,,1,8,"Top",,,,,,,4.997793606013021,-137.40548788222102,-2.019397751302369,-0.38130058029473696,29.33075561297631,-23.587961142177367,3.363057743,1.697244095,,,,"94.8",2468,"6.4",824877,669221,621566,645277,643289,673490,657041,671739,660670,"54.07",,0.698492,"0.7",1,0,0,,71,7,"Cutter",6,4,4,6,4,6,4,6,"Strategic","Standard",222,"-0.04","0.337",,,,,"-0.337",,2,-2,0.893,0.107,25,24,25,25,1,3,2,1,2,1,"1.89","-0.05","0.05","22.3",,,,,
"SI","2026-09-01","94.4","-1.42","6.11","Bradish, Kyle",691728,680694,,"ball",,,,,11,,"R","L","R","COL","BAL","B",,,1,0,2026,"-0.67","0.97",-0.9736011194824686,3.5001951488023115,,,,2,2,"Bot",,,,,,,2.656817494614165,-137.59239679882404,-3.1964506224003317,-9.050806610977505,27.225613374951372,-19.322194606583814,3.363057743,1.697244095,,,,"95.3",2274,"6.5",824313,665966,694212,702616,687952,683002,687637,681297,665750,"54.01",,,,,,,,17,2,"Sinker",1,0,1,0,0,1,1,0,"Standard","Standard",197,"0.002","0.065",,,,,"-0.065",,1,1,0.622,0.622,29,24,30,25,1,0,6,1,,,"1.56","0.67","-0.67","49.8",,,,,
"FF","2025-04-11","94.4","-1.39","6.57","Pivetta, Nick",691728,601713,,"swinging_strike",,,,,5,,"R","L","R","SD","COL","S",,,0,0,2025,"-0.61","1.82",-0.11165425091500536,2.740940103418815,,,,1,6,"Top",,,,,,,4.73230518503522,-137.07594501012454,-8.310618223007042,-8.79368364509958,35.02114844064685,-7.5729967197922985,3.49,1.601,,,,"94.7",2420,"6.9",778361,553869,650333,578428,592518,593428,518792,663604,665487,"53.57",,,,,,,,45,1,"4-Seam Fastball",6,0,0,6,0,6,0,6,"Infield shade","Standard",198,"0.001","-0.039","70.3","6.9","0.732280824",,"0.039",,6,-6,0.98,0.02,32,23,32,24,3,2,6,1,5,1,"0.78","0.61","-0.61","48.0",5.017099950627982,16.54590996065253,33.62267639897968,38.87724633535124,17.78137040701136
"SI","2026-09-01","94.4","-1.28","6.18","Bradish, Kyle",691728,680694,,"swinging_strike",,,,,1,,"R","L","R","COL","BAL","S",,,2,1,2026,"-0.49","0.74",-0.49330429221789285,3.4540014011534312,,,,2,2,"Bot",,,,,,,3.139742997328555,-137.61360403005787,-2.9919296944192397,-6.844921971041302,25.131343694741407,-22.323177832312304,3.363057743,1.697244095,,,,"95.5",2333,"6.5",824313,665966,694212,702616,687952,683002,687637,681297,665750,"54.04",,,,,,,,17,4,"Sinker",1,0,1,0,0,1,1,0,"Standard","Standard",193,"-0.002","-0.079","67.9","6.7","0.627694548",,"0.079",,1,1,0.622,0.622,29,24,30,25,1,0,6,1,,,"1.78","0.49","-0.49","50.7",14.536233514362841,18.034769532192538,22.24829073951031,46.08272284442078,23.5873240021318
"FF","2025-04-08","94.4","-3.65","5.25","Peralta, Freddy",691728,642547,,"ball",,,,,11,,"R","L","R","COL","MIL","B",,,1,2,2025,"-0.35","1.11",-0.505175621986938,3.902067099617285,,,,1,4,"Bot",,,,,,,9.037943589940939,-137.41373651894418,-0.37458878892185576,-6.123116525484747,25.456168525070975,-17.98994759872189,3.61440000192847,1.65063768510115,,,,"96",2407,"6.8",778394,661388,656555,668930,681962,687401,686555,686217,694192,"53.7",,,,,,,,34,4,"4-Seam Fastball",1,4,1,4,4,1,1,4,"Infield shade","Strategic",219,"0.002","0.048",,,,,"-0.048",,-3,-3,0.186,0.186,29,23,29,24,2,1,6,,5,1,"1.41","0.35","-0.35","38.4",,,,,
"FF","2025-04-11","94.3","-0.62","6.92","Pivetta, Nick",691728,601713,,"swinging_strike",,,,,2,,"R","L","R","SD","COL","S",,,1,1,2025,"-0.14","1.71",-0.03558696156505678,3.1631313701207735,,,,0,1,"Top",,,,,,,1.8572630056182169,-137.07060477252693,-7.827005408117317,-2.257347190713564,35.24740949169796,-9.154321114501764,3.49,1.601,,,,"94.4",2368,"6.8",778361,553869,650333,578428,592518,593428,518792,663604,665487,"53.72",,,,,,,,1,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",187,"0.006","-0.061","72.5","6.2","0.26981286",,"0.061",,0,0,0.501,0.499,32,23,32,24,1,0,6,1,5,1,"0.9","0.14","-0.14","60.3",1.019302355164101,19.988266367167313,27.63225906538774,36.67154725503228,21.671762711691382
"FF","2025-04-13","94.3","-2.78","5.77","King, Michael",691728,650633,"strikeout","swinging_strike",,,,,4,"Zac Veen strikes out swinging.","R","L","R","SD","COL","S",2,,2,2,2025,"-0.48","1.31",-0.3418544300564209,2.441853715660821,,,,0,6,"Top",,,,,,,7.30843150753593,-137.01458641626544,-5.776808647368183,-7.704164493360039,31.746589336754994,-14.52351412211574,3.49,1.601,,,,"93",2336,"5.7",778330,553869,493329,578428,592518,593428,660757,663604,665487,"54.79",,0,"0",1,0,0,,41,5,"4-Seam Fastball",5,0,0,5,0,5,0,5,"Infield shade","Standard",216,"0.009","-0.232","68.6","6.6","1.366162764",,"0.232",,5,-5,0.954,0.046,30,23,30,24,2,1,6,1,6,1,"1.27","0.48","-0.48","35.4",-4.170454667345127,23.772498838675936,32.43222732560137,40.405579549611915,11.10387671055572
"FF","2026-09-01","94.2","-1.31","6.23","Bradish, Kyle",691728,680694,"walk","ball",,,,,11,"Zac Veen walks.","R","L","R","COL","BAL","B",,,3,2,2026,"0.36","0.84",-0.47949038528527615,4.151379410884689,,664954,,2,4,"Bot",,,,,,,1.308485896836642,-137.40900452828538,-1.5489741787824032,4.448112790616842,24.60463590136521,-21.299631462007117,3.363057743,1.697244095,,,,"95.5",2503,"6.5",824313,665966,694212,702616,687952,683002,687637,681297,665750,"54.02",,0.698492,"0.7",1,0,0,,33,6,"4-Seam Fastball",2,1,2,1,1,2,2,1,"Standard","Standard",191,"0.008","0.14",,,,,"-0.14",,1,1,0.672,0.672,29,24,30,25,2,1,6,1,,,"1.68","-0.36","0.36","52.1",,,,,
"FF","2025-04-08","94.2","-3.51","5.29","Peralta, Freddy",691728,642547,,"ball",,,,,11,,"R","L","R","COL","MIL","B",,,0,1,2025,"-0.27","0.94",-0.1683180999823664,4.586816329088364,,,,1,4,"Bot",,,,,,,9.325520042978544,-137.0972283412277,1.7189564016891603,-5.123872470623622,24.505668962097843,-20.696952921980895,3.63195726274959,1.70511260815703,,,,"95.5",2460,"6.6",778394,661388,656555,668930,681962,687401,686555,686217,694192,"53.91",,,,,,,,34,2,"4-Seam Fastball",1,4,1,4,4,1,1,4,"Standard","Strategic",212,"0.002","0.029",,,,,"-0.029",,-3,-3,0.188,0.188,29,23,29,24,2,1,6,,5,1,"1.59","0.27","-0.27","38.6",,,,,
"FF","2025-04-11","94.1","-0.84","6.8","Pivetta, Nick",691728,601713,"strikeout","swinging_strike",,,,,1,"Zac Veen strikes out swinging.","R","L","R","SD","COL","S",2,,1,2,2025,"-0.39","1.72",-0.36178231980933556,2.9411957723679945,,,,0,1,"Top",,,,,,,2.1081970580353673,-136.68612976725802,-8.055379473068474,-5.3289352000470815,35.42446686670114,-9.035628886760033,3.49,1.601,,,,"94",2495,"6.7",778361,553869,650333,578428,592518,593428,518792,663604,665487,"53.77",,0,"0",1,0,0,,1,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",194,"0.015","-0.189","74.4","7.1","0.687094908",,"0.189",,0,0,0.507,0.493,32,23,32,24,1,0,6,1,5,1,"0.9","0.39","-0.39","57.5",8.085136599570918,5.830237138332248,27.056726206854076,40.3079312617203,27.376937182735727
"FC","2026-08-28","94.1","-2.9","5.1","Mederos, Victor",691728,682989,,"swinging_strike",,,,,12,,"R","L","R","ATL","COL","S",,,1,1,2026,"0.16","0.77",1.329796600709108,3.0342735961248186,,,,1,8,"Top",,,,,,,10.477452441796116,-136.73825505855277,-1.2445304019626828,-0.07321168810147323,27.605853757392087,-22.434337635690007,3.363057743,1.697244095,,,,"94.5",2586,"6.4",824877,669221,621566,645277,643289,673490,657041,671739,660670,"54.08",,,,,,,,71,3,"Cutter",6,4,4,6,4,6,4,6,"Strategic","Standard",204,"0.006","-0.071","42.5","5.4","1.434711744",,"0.071",,2,-2,0.901,0.099,25,24,25,25,1,3,2,1,2,1,"1.8","-0.16","0.16","29.8",8.036505551174931,12.566409148153953,38.49262889406248,20.567208806894044,28.58448166417442
"FF","2025-04-13","94.1","-3.03","5.89","King, Michael",691728,650633,,"ball",,,,,11,,"R","L","R","SD","COL","B",,,1,2,2025,"-0.63","1.33",-0.9322955149515209,3.3581318672425002,,,,1,3,"Top",,,,,,,6.762569764286423,-136.8283111172319,-3.7315352755551867,-9.4590352555543,31.629327764378466,-14.894195405553363,3.70981155235439,1.7761898312942,,,,"93",2379,"5.8",778330,553869,493329,578428,592518,593428,660757,663604,665487,"54.74",,,,,,,,19,4,"4-Seam Fastball",4,0,0,4,0,4,0,4,"Infield shade","Standard",212,"-0.001","0.048",,,,,"-0.048",,4,-4,0.879,0.121,30,23,30,24,1,0,6,1,6,1,"1.26","0.63","-0.63","36.2",,,,,
"FF","2025-04-08","94","-3.6","5.33","Peralta, Freddy",691728,642547,,"swinging_strike",,,,,12,,"R","L","R","COL","MIL","S",,,1,1,2025,"-0.2","1.04",0.5231533818346766,3.620869982529867,,,,1,4,"Bot",,,,,,,11.19673822582383,-136.75908696046767,-1.1332381833165575,-4.415530389406156,23.510087840043692,-18.93036958707076,3.49,1.601,,,,"95.6",2489,"6.7",778394,661388,656555,668930,681962,687401,686555,686217,694192,"53.75",,,,,,,,34,3,"4-Seam Fastball",1,4,1,4,4,1,1,4,"Standard","Strategic",211,"-0.004","-0.064","66.3","5.4","0.298646364",,"0.064",,-3,-3,0.19,0.19,29,23,29,24,2,1,6,,5,1,"1.5","0.2","-0.2","39.0",1.5651031984753572,27.766250465922223,26.599991256370433,32.233486238631684,16.678839017894703
"FC","2026-08-24","94","-1.9","5.84","Cavalli, Cade",691728,676917,,"ball",,,,,14,,"R","L","R","WSH","COL","B",,,0,2,2026,"0","0.71",1.681426960109333,1.9188603137258464,,,,0,3,"Top",,,,,,,9.153652541145368,-136.6363777980379,-5.874865200713146,-1.7476955581508096,25.91995439364909,-22.165875976631096,3.363057743,1.697244095,,,,"94.4",2164,"6.3",822695,660688,694673,678391,691781,683083,695734,696285,686611,"54.23",,,,,,,,17,3,"Cutter",0,0,0,0,0,0,0,0,"Infield shade","Standard",226,"-0.003","0.021",,,,,"-0.021",,0,0,0.51,0.49,27,24,28,25,1,0,5,2,5,2,"1.84","0","0","32.1",,,,,
"FF","2025-04-20","94","-2.69","5.12","Lord, Brad",691728,695418,,"foul_bunt",,,,,1,,"R","L","R","COL","WSH","S",,,0,0,2025,"-1.1","0.66",-0.7879886912499794,3.554399111408624,,,696100,2,3,"Bot",,,,,,,7.335946784877522,-136.91328278961367,0.10530731729573362,-15.414192176155883,25.79048384596109,-23.94558975726953,3.49,1.601,,,,"94.2",2161,"6",778266,660688,605137,671277,677588,683083,695578,696285,686611,"54.47",,,,,,,,27,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Strategic",244,"-0.004","-0.042","5.3","1.1",,,"0.042","88.0",-1,-1,0.404,0.404,25,23,25,24,2,1,6,0,6,,"1.88","1.1","-1.1","18.3",-71.1174069616753,12.195923168419188,5.639121178365863,52.02731492118209,15.427564226814251
"FC","2026-08-28","94","-2.85","5.23","Mederos, Victor",691728,682989,,"foul",,,,,6,,"R","L","R","ATL","COL","S",,,0,0,2026,"-0.03","0.63",0.4687470529192981,2.818948078487554,,,,1,8,"Top",,,,,,,8.579749005822405,-136.68399344710804,-1.7975218117804332,-2.0794535299773207,27.650134536251027,-24.067543160418257,3.363057743,1.697244095,5,"73.5",-28,"94.7",2528,"6.5",824877,669221,621566,645277,643289,673490,657041,671739,660670,"53.96",,,,,,,,71,1,"Cutter",6,4,4,6,4,6,4,6,"Standard","Standard",219,"0.004","-0.041",,,,,"0.041","88.0",2,-2,0.9,0.1,25,24,25,25,1,3,2,1,2,1,"1.94","0.03","-0.03","24.3",,,,,
"FF","2025-04-09","93.9","-1.85","6.35","Mears, Nick",691728,683232,,"swinging_strike",,,,,4,,"R","L","R","COL","MIL","S",,,0,1,2025,"-0.02","1.32",-0.46852798497427445,2.598819172481281,,,,1,6,"Bot",,,,,,,3.6389388373826974,-136.643995474565,-6.953926110978299,-1.0551474087461363,28.074876485111442,-14.337417253224844,3.49,1.601,,,,"94.4",2276,"6.4",778379,661388,656555,668930,686554,687401,694192,669003,686217,"54.06",,,,,,,,56,2,"4-Seam Fastball",2,10,2,10,10,2,2,10,"Standard","Standard",200,"-0.001","-0.052","79.7","6.5","1.376767692",,"0.052",,-8,-8,0.007,0.007,28,23,29,24,1,2,1,1,3,1,"1.25","0.02","-0.02","55.4",-12.687599782379072,22.101038906828155,28.97573949994992,43.00131654436787,16.39941512999142
"SI","2025-04-14","93.9","-2.44","4.86","May, Dustin",691728,669160,,"foul_bunt",,,,,11,,"R","L","R","LAD","COL","S",,,0,0,2025,"-1.39","0.42",-1.1509124970305655,2.7098772879961563,,,,2,5,"Top",,,,,,,6.41349119961063,-136.63338158620968,-0.7768542037212002,-18.84136095914839,30.454748949397825,-26.921314758755774,3.49,1.601,,,,"93.8",2385,"6.3",778326,669257,518692,571771,571970,605141,624424,669242,681624,"54.22",,,,,,,,36,1,"Sinker",3,0,0,3,0,3,0,3,"Standard","Standard",244,"0.001","-0.043","8.0","1.8",,,"0.043","88.0",3,-3,0.875,0.125,27,23,28,24,2,1,7,1,8,1,"2.16","1.39","-1.39","12.7",10.05993765819297,27.295017940942827,19.821919390537833,55.901790504246264,15.933570136374929
"FF","2025-04-20","93.9","-2.71","5.06","Lord, Brad",691728,695418,,"swinging_strike",,,,,2,,"R","L","R","COL","WSH","S",,,0,1,2025,"-1.35","0.78",0.1588400720344172,3.059437979111615,,,696100,2,3,"Bot",,,,,,,10.331663292756568,-136.45034816011088,-1.1725065696443508,-19.070003193478907,29.259849582816678,-22.33763025857731,3.49,1.601,,,,"93.4",2317,"6",778266,660688,605137,671277,677588,683083,695578,696285,686611,"54.46",,,,,,,,27,2,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Strategic",251,"-0.007","-0.055","44.3","5.8","0.337405056",,"0.055",,-1,-1,0.4,0.4,25,23,25,24,2,1,6,0,6,,"1.81","1.35","-1.35","18.5",-33.013739159123475,11.526367224827357,31.883229583731634,38.04549530502549,10.840574952623584
"FF","2025-04-08","93.8","-3.6","5.26","Peralta, Freddy",691728,642547,"strikeout","swinging_strike",,,,,11,"Zac Veen strikes out swinging.","R","L","R","COL","MIL","S",2,,2,2,2025,"-0.04","1.12",-0.050767826090642953,3.8197017851750035,,,,1,4,"Bot",,,,,,,9.335256036821594,-136.44908633690113,-0.5280572754290671,-2.265233718729812,25.929019143082787,-18.116074305928198,3.49,1.601,,,,"95.2",2442,"6.8",778394,661388,656555,668930,681962,687401,686555,686217,694192,"53.71",,0,"0",1,0,0,,34,5,"4-Seam Fastball",1,4,1,4,4,1,1,4,"Infield shade","Standard",216,"-0.014","-0.228","65.7","5.3","1.37207562",,"0.228",,-3,-3,0.188,0.188,29,23,29,24,2,1,6,,5,1,"1.44","0.04","-0.04","40.4",-1.6504067383626482,41.52011214963165,18.983898934167854,39.332476214800806,12.813073509600377
"FF","2025-04-09","93.8","-1.76","6.38","Mears, Nick",691728,683232,"field_out","hit_into_play",,,,,5,"Zac Veen flies out to center fielder Garrett Mitchell.","R","L","R","COL","MIL","X",8,"fly_ball",0,2,2025,"-0.14","1.41",0.17551164906519093,2.605350860006991,,,,1,6,"Bot",96.94,54.08,,,,,5.342041102111754,-136.43120243490006,-7.227770730244793,-2.883395275943117,27.566862585698527,-13.17756022753909,3.49,1.601,366,"92.8",34,"94.7",2325,"6.6",778379,661388,656555,668930,686554,687401,694192,669003,686217,"53.87",0.073,0.12,"0",1,0,0,3,56,3,"4-Seam Fastball",2,10,2,10,10,2,2,10,"Strategic","Standard",202,"-0.001","-0.163","72.8","6.9",,0.224,"0.163","92.8",-8,-8,0.006,0.006,28,23,29,24,1,2,1,1,3,1,"1.17","0.14","-0.14","56.4",6.802836090654283,-0.756754866365121,31.565716906311202,34.93616579895776,24.51522019436252
"FF","2026-08-22","93.8","-1.92","6.21","Bibee, Tanner",691728,676440,,"ball",,,,,12,,"R","L","R","COL","CLE","B",,,1,2,2026,"-0.04","0.62",0.7839182706557636,3.8858556167108746,,687859,,2,2,"Bot",,,,,,,7.048613608718007,-136.60667083984666,-1.602752924112059,-1.7827827208376648,24.569099643046798,-24.229707183438432,3.363057743,1.697244095,,,,"95.3",2070,"6.7",824316,672275,663993,683953,608070,694197,680757,690984,666176,"53.79",,,,,,,,16,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Strategic",203,"0.006","0.033",,,,,"-0.033",,0,0,0.524,0.524,27,24,27,25,1,0,6,1,6,2,"1.93","0.04","-0.04","57.4",,,,,
"FF","2026-08-27","93.8","-2.21","5.65","Irvin, Jake",691728,663623,,"swinging_strike",,,,,4,,"R","L","R","WSH","COL","S",,,2,1,2026,"-0.87","1.2",-0.6388658818682392,2.7521337549217186,,,,1,2,"Top",,,,,,,6.058909546250604,-136.56747317566726,-4.382482386389085,-12.162728506626271,27.965082904173556,-16.299618976485608,3.363057743,1.697244095,,,,"95.5",2239,"7.1",822694,660688,665953,678391,691781,683083,695734,696285,686611,"53.39",,,,,,,,14,4,"4-Seam Fastball",2,0,0,2,0,2,0,2,"Standard","Standard",226,"0.005","-0.076","71.8","6.3","0.975350448",,"0.076",,2,-2,0.718,0.282,29,24,29,25,1,0,5,1,5,1,"1.37","0.87","-0.87","25.8",-6.288534144013864,16.392139403948434,32.6148328173104,43.8592442275681,22.074989188840355
"SI","2025-04-14","93.7","-2.36","4.94","May, Dustin",691728,669160,,"swinging_strike",,,,,13,,"R","L","R","LAD","COL","S",,,0,0,2025,"-1.62","0.38",-1.0501603638886667,2.1446266922081527,,,,0,3,"Top",,,,,,,7.033796131110925,-136.332565773426,-2.3546146648720434,-21.806751441650395,28.861488177589223,-27.13641881854884,3.49,1.601,,,,"94.6",2515,"6.7",778326,669257,518692,571771,571970,605141,624424,669242,681624,"53.75",,,,,,,,17,1,"Sinker",2,0,0,2,0,2,0,2,"Standard","Standard",240,"0.004","-0.039","68.8","6.8","0.665034864",,"0.039",,2,-2,0.712,0.288,27,23,28,24,1,0,7,1,8,1,"2.21","1.62","-1.62","18.7",-3.4697248165198316,22.510584313085573,30.9709556092696,47.77898301204041,17.24665151021424
"FF","2025-04-13","93.7","-3.03","5.78","King, Michael",691728,650633,,"ball",,,,,11,,"R","L","R","SD","COL","B",,,0,1,2025,"-0.56","1.13",-1.5885428319957013,4.057606013180291,,,,1,3,"Top",,,,,,,4.918054743051291,-136.3152578910269,-1.1527454567488047,-8.173172365154567,33.39052411099072,-18.145617138574277,3.70341533217489,1.74013421268263,,,,"92.3",2430,"5.7",778330,553869,493329,578428,592518,593428,660757,663604,665487,"54.78",,,,,,,,19,2,"4-Seam Fastball",4,0,0,4,0,4,0,4,"Infield shade","Standard",217,"-0.001","0.029",,,,,"-0.029",,4,-4,0.878,0.122,30,23,30,24,1,0,6,1,6,1,"1.49","0.56","-0.56","35.6",,,,,
"FC","2026-08-14","93.6","-0.18","6.15","Harris, Trent",691728,805345,,"ball",,,,,11,,"R","L","R","SF","COL","B",,,2,2,2026,"0.05","1.4",-1.1780985895616258,3.838912006944952,,,687859,2,8,"Top",,,,,,,-2.654018760388507,-136.24070359088134,-3.211009005664567,1.189366088159221,30.67783950206589,-14.227246759784402,3.363057743,1.697244095,,,,"94.1",2275,"6.6",823185,668800,805811,678545,671083,683766,682674,813841,808982,"53.85",,,,,,,,59,5,"Cutter",1,4,4,1,4,1,4,1,"Infield shade","Standard",180,"-0.002","0.081",,,,,"-0.081",,-3,3,0.081,0.919,27,24,27,25,1,3,6,2,2,1,"1.2","-0.05","0.05","79.0",,,,,
"FF","2025-04-13","93.5","-3.06","5.81","King, Michael",691728,650633,,"foul",,,,,5,,"R","L","R","SD","COL","S",,,0,0,2025,"-0.46","1.54",0.17324185477648824,2.825172878910193,,,,1,3,"Top",,,,,,,9.274495099491507,-135.75019486633434,-5.20273605944656,-7.978893815474399,33.43651945165926,-12.26165313902702,3.49,1.601,,,,"92.1",2343,"5.9",778330,553869,493329,578428,592518,593428,660757,663604,665487,"54.62",,,,,,,,19,1,"4-Seam Fastball",4,0,0,4,0,4,0,4,"Infield shade","Standard",214,"0.002","-0.039","74.7","7.2",,,"0.039",,4,-4,0.876,0.124,30,23,30,24,1,0,6,1,6,1,"1.11","0.46","-0.46","36.2",11.68408585800438,-1.920227075283161,31.8996545974541,35.83265875381113,26.86678288502783
"FC","2026-08-14","93.5","-0.37","6.24","Harris, Trent",691728,805345,,"ball",,,,,11,,"R","L","R","SF","COL","B",,,0,0,2026,"0.03","1.34",-0.5884770227046818,4.291699145660453,,,687859,2,8,"Top",,,,,,,-0.6041514908120218,-136.16128135735903,-2.1219343047746033,0.44500165965889693,30.051901471448705,-15.303321623507681,3.363057743,1.697244095,,,,"94.1",2249,"6.6",823185,668800,805811,678545,671083,683766,682674,813841,808982,"53.87",,,,,,,,59,1,"Cutter",1,4,4,1,4,1,4,1,"Infield shade","Standard",181,"-0.001","0.035",,,,,"-0.035",,-3,3,0.08,0.92,27,24,27,25,1,3,6,2,2,1,"1.27","-0.03","0.03","75.1",,,,,
"FC","2025-04-10","93.5","-1.39","6.12","Priester, Quinn",691728,682990,,"ball",,,,,11,,"R","L","R","COL","MIL","B",,,0,0,2025,"-0.3","0.85",-2.086616822626898,2.7923094702090125,,,,0,1,"Bot",,,,,,,-1.1304594059254383,-136.34722135250303,-4.873235650661259,-3.6246621750210846,22.376320194913905,-20.751707826673215,3.60111754233571,1.60100077961931,,,,"94.7",2256,"6.3",778371,606992,641343,668930,686554,687401,592885,669003,694192,"54.18",,,,,,,,5,1,"Cutter",1,0,1,0,0,1,1,0,"Standard","Standard",213,"0.003","0.041",,,,,"-0.041",,1,1,0.645,0.645,24,23,25,24,1,0,,1,5,1,"1.7","0.3","-0.3","45.0",,,,,
"FS","2026-08-28","93.3","-2.51","5.3","Mederos, Victor",691728,682989,,"ball",,,,,14,,"R","L","R","ATL","COL","B",,,0,1,2026,"-1.11","0.48",0.8727314846087482,0.6874068762504533,,,,1,8,"Top",,,,,,,11.10808910775961,-135.18825582782807,-6.877976180881518,-16.079480890821106,31.310700117353353,-24.813334262760034,3.363057743,1.697244095,,,,"93.4",1500,"6.7",824877,669221,621566,645277,643289,673490,657041,671739,660670,"53.76",,,,,,,,71,2,"Split-Finger",6,4,4,6,4,6,4,6,"Standard","Standard",236,"-0.003","0.033",,,,,"-0.033",,2,-2,0.904,0.096,25,24,25,25,1,3,2,1,2,1,"2.17","1.11","-1.11","28.8",,,,,
"FF","2026-08-21","93.3","-2.2","5.02","Festa, Matt",691728,670036,"strikeout","swinging_strike",,,,,12,"Zac Veen strikes out swinging.","R","L","R","COL","CLE","S",2,,1,2,2026,"0.11","0.94",0.3389442099119674,3.8175029475252957,,,,2,9,"Bot",,,,,,,6.186576021025257,-135.98955942796846,0.6093643501964523,0.22644425709707797,24.826891633903728,-20.68790975151315,3.363057743,1.697244095,,,,"93.8",2645,"6.1",824317,672275,663993,683953,608070,694197,680757,690984,682657,"54.39",,0,"0",1,0,0,,85,4,"4-Seam Fastball",1,9,1,9,9,1,1,9,"Infield shade","Strategic",202,"-0.001","-0.18","70.0","5.6","2.43926694",,"0.18",,-8,-8,0.001,0.001,33,24,33,25,1,0,3,2,2,1,"1.64","-0.11","0.11","32.2",2.019554339836658,26.729114148763234,27.441264952628018,34.137793825355295,25.191401735357285
"SI","2026-08-14","93.2","-0.41","6.09","Harris, Trent",691728,805345,"strikeout","swinging_strike",,,,,7,"Zac Veen strikes out swinging.","R","L","R","SF","COL","S",2,,3,2,2026,"-0.41","1.28",-0.6282289542169065,1.9504118088109679,,,687859,2,8,"Top",,,,,,,0.3826643116315641,-135.6929588896905,-7.608195331315064,-5.178440669251198,28.97348291105691,-14.896318964161459,3.363057743,1.697244095,,,,"94.4",2310,"6.9",823185,668800,805811,678545,671083,683766,682674,813841,808982,"53.59",,0,"0",1,0,0,,59,7,"Sinker",1,4,4,1,4,1,4,1,"Infield shade","Standard",180,"0.008","-0.327","68.7","6.9","1.785302268",,"0.327",,-3,3,0.079,0.921,27,24,27,25,1,3,6,2,2,1,"1.33","0.41","-0.41","70.9",-4.779078032004181,24.405587232877092,34.712498907040285,46.80984994648246,17.472275105293626
